user_id,gender,age,country,subscription_type,listening_time,songs_played_per_day,skip_rate,device_type,ads_listened_per_week,predicted_churn,is_churned
73,Other,33,CA,Student,19,68,0.32,Desktop,0,0.608703749848301,yes
74,Other,59,AU,Family,201,15,0.05,Mobile,0,0.534783815428372,no
75,Male,41,DE,Family,223,53,0.33,Web,0,0.937683563280581,no
76,Male,25,UK,Premium,111,83,0.19,Desktop,0,0.570533907306129,no
77,Male,41,FR,Family,81,6,0.47,Mobile,0,0.143293659540504,no
78,Other,30,FR,Family,124,73,0.43,Mobile,0,0.258394529412048,no
79,Male,23,US,Free,13,30,0.24,Mobile,32,0.885688900726457,no
80,Female,47,PK,Premium,31,72,0.53,Desktop,0,0.839612012773718,yes
81,Male,34,AU,Premium,277,87,0.3,Web,0,0.572832616257177,no
82,Other,45,FR,Student,181,69,0.59,Web,0,0.962237432296409,no
83,Other,32,PK,Free,167,4,0.56,Mobile,35,0.79758586640323,no
84,Other,51,CA,Free,105,11,0.03,Web,29,0.0128460190619077,no
85,Other,21,FR,Student,202,79,0.45,Desktop,0,0.136826705894596,no
86,Female,20,IN,Family,284,38,0.23,Web,0,0.212048818647126,no
87,Male,21,US,Premium,125,82,0.43,Web,0,0.853777968958093,no
88,Female,44,UK,Free,237,36,0.37,Web,20,0.14723004967946,no
89,Other,50,PK,Family,99,15,0.15,Mobile,0,0.337055001644595,no
90,Other,52,DE,Student,224,49,0.38,Desktop,0,0.376514134865228,no
91,Male,43,UK,Free,195,80,0.17,Web,28,0.0558083010697011,no
92,Female,41,PK,Premium,173,85,0.22,Web,0,0.294785038072845,no
93,Female,57,IN,Family,210,7,0.25,Web,0,0.670225175612705,no
94,Other,50,UK,Free,85,7,0.45,Desktop,44,0.0800264934378529,no
95,Female,35,FR,Family,93,1,0.4,Mobile,0,0.936979982832835,no
96,Other,51,IN,Student,222,97,0.03,Desktop,0,0.441267034027645,yes
97,Male,34,CA,Premium,196,69,0.07,Web,0,0.618036824121258,no
98,Female,47,US,Family,215,13,0.02,Mobile,0,0.707263518696288,yes
99,Male,19,PK,Family,22,45,0.29,Web,0,0.202928676761134,yes
100,Female,30,UK,Student,283,13,0.02,Desktop,0,0.909512174853183,no
101,Female,27,FR,Free,40,15,0.5,Web,16,0.460187029035968,no
102,Male,25,DE,Student,251,91,0.12,Desktop,0,0.301080870223411,no
103,Female,47,AU,Family,240,61,0.56,Mobile,0,0.675645726112287,no
104,Male,33,US,Family,160,76,0.06,Web,0,0.0729845246007571,no
105,Male,46,CA,Free,114,11,0.24,Web,19,0.572163059596409,no
106,Other,50,AU,Student,251,9,0.39,Web,0,0.0271816432285639,no
107,Male,31,FR,Student,181,89,0.11,Desktop,0,0.524913221392423,yes
108,Female,45,FR,Premium,215,16,0.26,Web,0,0.550646716852742,no
109,Male,51,FR,Student,119,11,0.05,Desktop,0,0.048821911602164,no
110,Other,33,CA,Premium,224,34,0.11,Mobile,0,0.511121918852547,no
111,Male,42,DE,Premium,31,61,0.29,Mobile,0,0.0961648071101883,no
112,Male,16,CA,Family,17,10,0.27,Desktop,0,0.569986148064511,no
113,Other,31,FR,Student,174,29,0.13,Desktop,0,0.494564433609244,yes
114,Male,40,AU,Family,31,48,0.33,Web,0,0.864791231236554,no
115,Male,57,FR,Student,84,40,0.58,Desktop,0,0.260331657756441,no
116,Female,17,CA,Free,198,31,0.07,Web,6,0.94572136957751,no
117,Male,31,CA,Student,272,40,0.12,Desktop,0,0.490558336757883,yes
118,Other,45,UK,Family,21,73,0.16,Web,0,0.376959692840633,no
119,Male,59,PK,Family,251,47,0.14,Mobile,0,0.344525372471771,no
120,Other,49,PK,Family,95,81,0.36,Mobile,0,0.064973370875868,no
121,Male,59,IN,Student,169,20,0.18,Desktop,0,0.373644736627923,yes
122,Male,47,DE,Premium,35,20,0.32,Desktop,0,0.623201062827197,yes
123,Male,21,US,Free,32,34,0.52,Web,14,0.195565437971569,yes
124,Female,28,DE,Free,55,67,0.53,Desktop,7,0.0709774526828211,no
125,Female,47,US,Family,120,26,0.48,Desktop,0,0.19782722516419,no
126,Female,46,IN,Free,11,67,0.4,Desktop,36,0.69820996105003,yes
127,Female,20,US,Premium,194,52,0.2,Mobile,0,0.12223817767904,no
128,Female,34,PK,Premium,81,85,0.29,Web,0,0.880333519576556,no
129,Other,24,DE,Free,217,52,0.45,Web,23,0.0917119291035546,no
130,Male,40,US,Premium,11,11,0.42,Web,0,0.172514994945168,yes
131,Male,48,UK,Free,72,35,0.53,Desktop,22,0.888285657742043,no
132,Other,47,PK,Premium,162,94,0.29,Desktop,0,0.394107855262241,no
133,Female,33,IN,Family,271,57,0.36,Mobile,0,0.902378717868377,yes
134,Male,20,US,Premium,218,6,0.02,Desktop,0,0.783363936801487,yes
135,Other,55,DE,Family,94,24,0.3,Web,0,0.31568024772523,no
136,Male,58,CA,Student,295,72,0.43,Desktop,0,0.976429110052799,no
137,Other,41,US,Premium,286,35,0.42,Desktop,0,0.420209670279283,no
138,Other,53,US,Student,298,37,0.5,Mobile,0,0.194803387884428,no
139,Female,50,CA,Family,261,20,0.39,Desktop,0,0.169455169525053,yes
140,Other,55,US,Free,201,82,0.5,Desktop,27,0.811926382779599,yes
141,Female,56,US,Free,40,84,0.56,Web,49,0.756179491145271,no
142,Other,18,AU,Premium,30,78,0.42,Mobile,0,0.203682745684923,no
143,Male,29,CA,Student,109,88,0.45,Web,0,0.411408486596786,yes
144,Female,28,UK,Premium,171,19,0.48,Mobile,0,0.217706006115055,yes
145,Male,24,PK,Family,223,31,0.09,Mobile,0,0.220256639522204,no
146,Other,44,AU,Family,52,17,0.2,Desktop,0,0.422391394526462,no
147,Other,18,IN,Family,195,94,0.49,Desktop,0,0.755186565144036,no
148,Other,40,PK,Premium,198,78,0,Desktop,0,0.266176740805746,no
149,Other,22,DE,Student,285,2,0.3,Desktop,0,0.244222412176495,no
150,Male,34,FR,Premium,278,83,0.24,Desktop,0,0.135008959734567,no
151,Male,44,AU,Premium,251,57,0.37,Desktop,0,0.915238109367464,no
152,Male,58,US,Student,158,52,0.27,Mobile,0,0.645601433893972,no
153,Female,41,PK,Family,14,41,0.59,Web,0,0.291008573447426,no
154,Female,52,UK,Premium,280,81,0.27,Desktop,0,0.10705716414405,yes
155,Male,26,IN,Student,257,14,0.13,Web,0,0.927038399684217,no
156,Other,42,CA,Family,21,76,0.56,Web,0,0.752067981107437,yes
157,Other,27,PK,Free,237,27,0.16,Web,40,0.0784027923195198,no
158,Other,48,DE,Free,224,53,0.07,Mobile,43,0.280411980920092,no
159,Other,24,AU,Family,216,76,0.28,Mobile,0,0.0209356070380896,no
160,Other,34,CA,Premium,137,97,0.32,Web,0,0.995425455004348,no
161,Other,28,DE,Free,209,84,0.53,Web,28,0.582522251716809,no
162,Female,17,FR,Free,36,30,0.19,Mobile,43,0.866817178435604,yes
163,Other,50,PK,Free,95,50,0.49,Desktop,31,0.969203114545394,yes
164,Female,35,AU,Premium,298,25,0.11,Mobile,0,0.653102020313353,yes
165,Male,20,DE,Family,224,51,0.23,Desktop,0,0.467018483725942,yes
166,Female,50,PK,Free,205,43,0.48,Desktop,47,0.460841489826516,no
167,Male,23,FR,Student,95,31,0.37,Web,0,0.714364749071789,no
168,Other,20,UK,Free,289,17,0.28,Desktop,35,0.181655327777548,no
169,Male,51,CA,Premium,168,28,0.54,Web,0,0.718387452705894,no
170,Female,18,PK,Free,211,48,0.48,Mobile,23,0.531097439418412,yes
171,Male,29,DE,Premium,63,99,0.38,Mobile,0,0.956265210394454,no
172,Male,39,DE,Free,124,83,0.52,Mobile,35,0.627351743793629,no
173,Other,51,CA,Family,275,56,0.05,Web,0,0.644105423206575,no
174,Male,24,PK,Student,120,38,0.11,Mobile,0,0.43695979552718,no
175,Male,20,DE,Free,64,20,0.16,Mobile,20,0.543889689053471,yes
176,Female,57,UK,Premium,121,86,0.08,Web,0,0.693747834460776,yes
177,Other,16,AU,Free,184,12,0.2,Desktop,15,0.891646757406658,no
178,Male,18,PK,Family,219,54,0.06,Web,0,0.723139788827167,no
179,Male,16,DE,Free,184,40,0.01,Mobile,9,0.70100060777256,no
180,Female,50,UK,Family,30,37,0.25,Desktop,0,0.615776954022827,yes
181,Male,23,DE,Free,55,46,0.41,Desktop,7,0.140882584398223,no
182,Female,53,AU,Premium,38,4,0.09,Mobile,0,0.103623338695352,no
183,Male,58,CA,Premium,281,58,0.16,Desktop,0,0.485566310138717,no
184,Female,31,DE,Premium,140,57,0.35,Mobile,0,0.998460800215864,yes
185,Female,19,US,Student,130,17,0.35,Desktop,0,0.041704404181306,no
186,Female,36,US,Student,238,82,0.35,Web,0,0.970186591201713,yes
187,Other,19,PK,Premium,295,53,0.55,Web,0,0.306427588176672,yes
188,Other,26,IN,Free,265,31,0.41,Web,38,0.427272126702417,no
189,Other,16,US,Student,179,80,0.6,Desktop,0,0.5917931558225,no
190,Other,49,AU,Free,198,4,0.1,Desktop,36,0.562535912467223,no
191,Female,55,UK,Premium,180,17,0.08,Web,0,0.10782091177849,no
192,Other,21,DE,Student,267,89,0.52,Web,0,0.0865117236865207,no
193,Other,48,CA,Free,126,22,0.58,Mobile,45,0.843930842249096,no
194,Female,38,IN,Family,233,94,0.29,Web,0,0.617256411601665,yes
195,Male,59,PK,Student,161,95,0.59,Desktop,0,0.628049578377107,yes
196,Female,31,CA,Student,100,70,0.43,Mobile,0,0.864393359328056,no
197,Female,24,US,Student,240,45,0.53,Web,0,0.844321915470483,yes
198,Male,55,UK,Student,170,95,0.45,Mobile,0,0.731148432046292,no
199,Male,53,UK,Family,150,29,0.18,Desktop,0,0.721320076609288,no
200,Other,31,US,Family,203,79,0.15,Web,0,0.78630995082939,no
201,Female,49,AU,Free,226,31,0.24,Desktop,32,0.332771369035221,no
202,Other,49,UK,Premium,31,93,0.03,Desktop,0,0.063623838614202,no
203,Female,33,DE,Premium,81,34,0.09,Mobile,0,0.946127803710005,no
204,Other,59,PK,Free,62,99,0.55,Mobile,5,0.636804300954509,no
205,Female,58,AU,Free,202,22,0.45,Mobile,36,0.530696408218558,no
206,Other,49,PK,Free,207,33,0.09,Web,9,0.106562054440713,yes
207,Male,42,DE,Student,20,38,0.6,Web,0,0.157343385726999,no
208,Other,24,AU,Free,113,42,0.56,Desktop,32,0.33497215405828,yes
209,Male,33,IN,Free,168,42,0.12,Desktop,49,0.603399093263598,no
210,Other,20,IN,Student,251,79,0.37,Web,0,0.852394797319652,no
211,Other,42,IN,Free,222,95,0.04,Desktop,29,0.0595472854237212,no
212,Female,16,DE,Free,74,33,0.12,Mobile,13,0.87218648030065,no
213,Male,37,CA,Premium,139,71,0.16,Desktop,0,0.0527265147713464,no
214,Female,26,FR,Free,160,23,0.06,Web,45,0.992542280528355,no
215,Other,46,US,Premium,37,94,0.37,Web,0,0.0378043902694811,no
216,Male,36,US,Family,199,4,0.12,Desktop,0,0.226430588345505,no
217,Other,32,FR,Free,204,87,0.42,Desktop,14,0.222471618104714,no
218,Other,18,IN,Family,181,67,0.56,Desktop,0,0.534025678812455,yes
219,Other,20,DE,Premium,269,4,0.31,Web,0,0.694928421489806,no
220,Female,19,IN,Free,245,9,0.07,Mobile,42,0.109440970692718,no
221,Other,34,CA,Student,50,54,0.59,Web,0,0.692225249089937,no
222,Other,50,DE,Student,272,46,0.12,Web,0,0.878516377746213,no
223,Other,36,FR,Family,271,26,0.5,Web,0,0.644786256302504,no
224,Other,53,DE,Student,252,68,0.04,Web,0,0.778830504457721,yes
225,Female,31,PK,Student,155,2,0.36,Desktop,0,0.799678436191084,yes
226,Female,40,FR,Free,66,80,0.02,Mobile,48,0.570866508478588,yes
227,Female,41,CA,Student,51,26,0.19,Web,0,0.278863462485146,no
228,Male,27,UK,Free,174,6,0.54,Mobile,7,0.786795386748751,no
229,Other,52,DE,Student,165,20,0.01,Desktop,0,0.617798023776964,yes
230,Other,49,AU,Premium,73,39,0.11,Mobile,0,0.471459717222781,no
231,Male,51,DE,Student,10,11,0.09,Web,0,0.140915679604919,no
232,Female,19,FR,Premium,279,26,0.03,Web,0,0.474427319280461,no
233,Male,41,UK,Free,222,4,0.06,Mobile,26,0.17088762725074,yes
234,Male,49,DE,Premium,39,6,0.54,Web,0,0.233609992105098,no
235,Male,17,FR,Premium,40,97,0.08,Mobile,0,0.139779614215516,yes
236,Female,22,UK,Premium,254,86,0.45,Desktop,0,0.710399029079957,yes
237,Male,31,UK,Family,227,23,0.55,Mobile,0,0.75381761250685,yes
238,Female,19,FR,Premium,244,5,0.34,Web,0,0.299336294700097,no
239,Female,37,CA,Free,113,85,0.23,Mobile,27,0.707420398526346,yes
240,Female,43,UK,Free,218,6,0.01,Mobile,15,0.190831094223719,yes
241,Male,29,UK,Free,144,94,0.33,Desktop,19,0.520340209104317,no
242,Female,51,CA,Premium,143,48,0.09,Web,0,0.252150652239072,no
243,Male,41,CA,Premium,110,61,0.44,Mobile,0,0.0230850209005073,no
244,Other,24,FR,Family,283,90,0.53,Web,0,0.346987496427907,no
245,Other,19,PK,Premium,276,15,0.28,Mobile,0,0.503180699129759,no
246,Male,48,IN,Premium,178,70,0.29,Desktop,0,0.165893085898032,no
247,Other,37,US,Premium,114,13,0.49,Desktop,0,0.268571273090961,no
248,Female,59,US,Free,98,24,0.32,Mobile,8,0.826343816813801,no
249,Female,54,IN,Family,49,27,0.29,Mobile,0,0.755094352216031,no
250,Female,36,AU,Premium,28,39,0.27,Web,0,0.165862729748411,no
251,Other,58,FR,Premium,259,67,0.17,Mobile,0,0.494840334036872,no
252,Other,20,CA,Free,279,84,0.43,Desktop,24,0.653455872951782,no
253,Other,18,AU,Premium,139,58,0.09,Web,0,0.950907724200129,yes
254,Female,35,DE,Free,53,97,0.45,Desktop,29,0.0573050618739479,no
255,Male,57,UK,Family,255,82,0.19,Mobile,0,0.348892852162315,no
256,Other,55,CA,Premium,259,20,0.01,Mobile,0,0.795469731391247,no
257,Other,53,PK,Free,112,33,0.34,Mobile,30,0.950376849657218,no
258,Other,22,US,Premium,260,75,0.36,Web,0,0.40925208858749,no
259,Other,51,IN,Premium,91,3,0.49,Desktop,0,0.8746565309519,no
260,Female,43,PK,Free,92,18,0.19,Mobile,25,0.991599263334004,no
261,Other,37,AU,Free,140,14,0.02,Mobile,31,0.845233139968215,no
262,Male,29,US,Premium,259,28,0.19,Desktop,0,0.908302445893941,yes
263,Male,17,UK,Student,119,73,0.22,Desktop,0,0.609947019417307,no
264,Male,36,IN,Student,99,92,0.54,Web,0,0.442068141725197,yes
265,Male,53,AU,Free,265,49,0.2,Desktop,41,0.854003978282834,yes
266,Female,54,IN,Premium,299,93,0.27,Mobile,0,0.279355636875884,yes
267,Female,59,AU,Free,255,75,0.56,Web,38,0.0905069209989167,no
268,Other,42,DE,Family,157,96,0.48,Web,0,0.948513341575661,yes
269,Other,36,AU,Family,176,15,0.11,Mobile,0,0.726118004808708,no
270,Female,22,AU,Student,146,45,0.44,Mobile,0,0.279288812135508,no
271,Male,19,DE,Family,211,64,0.15,Mobile,0,0.009326243811367,no
272,Male,47,IN,Premium,191,42,0.52,Mobile,0,0.719026865637428,yes
273,Male,29,CA,Premium,218,72,0.29,Mobile,0,0.899834937683837,no
274,Other,32,CA,Family,128,94,0.48,Web,0,0.735866668041545,no
275,Other,47,US,Free,30,10,0.38,Web,37,0.681779679462439,no
276,Male,30,DE,Family,176,17,0.35,Mobile,0,0.456853558060474,no
277,Male,23,UK,Premium,50,45,0.08,Mobile,0,0.790654494946328,no
278,Other,37,FR,Free,267,72,0.12,Desktop,38,0.651110840012997,no
279,Other,17,PK,Student,20,84,0.45,Web,0,0.900684493064396,no
280,Female,45,US,Family,134,92,0.31,Mobile,0,0.79708138140004,no
281,Female,42,AU,Student,282,57,0.31,Mobile,0,0.754019654857779,no
282,Male,42,US,Premium,52,55,0.05,Web,0,0.722314027889588,yes
283,Other,31,AU,Premium,97,37,0.59,Web,0,0.219939082192505,no
284,Female,53,IN,Free,58,63,0.45,Mobile,45,0.145894552872577,no
285,Other,47,AU,Premium,126,71,0.29,Desktop,0,0.844295100025644,yes
286,Female,40,FR,Premium,172,48,0.54,Web,0,0.274642705896608,no
287,Female,35,PK,Free,258,36,0.2,Desktop,24,0.395056986397005,yes
288,Female,33,IN,Free,291,31,0.29,Desktop,39,0.729616302612202,no
289,Other,44,DE,Free,27,96,0.04,Desktop,27,0.953556299785775,yes
290,Other,41,UK,Family,262,32,0.47,Desktop,0,0.274437638855769,no
291,Male,32,DE,Premium,52,52,0.47,Desktop,0,0.437642047586339,yes
292,Other,20,CA,Student,108,26,0.17,Web,0,0.355710016393798,no
293,Male,51,US,Premium,235,5,0.28,Desktop,0,0.867595802578518,no
294,Female,25,US,Student,213,36,0.28,Web,0,0.930491428314875,no
295,Other,32,PK,Premium,169,6,0.13,Web,0,0.309497835335204,yes
296,Female,34,DE,Student,158,84,0.1,Mobile,0,0.75843022305684,yes
297,Male,34,DE,Premium,293,30,0.16,Desktop,0,0.0184370124741587,no
298,Male,45,DE,Premium,99,84,0.58,Web,0,0.623605772463867,yes
299,Female,45,US,Student,194,40,0.59,Desktop,0,0.278073557943518,no
300,Other,50,US,Premium,126,86,0.52,Mobile,0,0.36784098949212,no
301,Female,45,UK,Family,102,18,0.08,Mobile,0,0.70942159599502,no
302,Female,55,PK,Free,210,32,0.15,Web,29,0.495875081802685,yes
303,Female,32,US,Free,134,71,0.43,Mobile,14,0.651042454635113,no
304,Male,48,UK,Premium,62,25,0.53,Web,0,0.367017586113067,no
305,Other,36,US,Premium,183,29,0.53,Web,0,0.563869994371139,no
306,Other,39,DE,Premium,279,97,0.36,Mobile,0,0.946813897217796,no
307,Other,59,CA,Premium,159,48,0.21,Mobile,0,0.375375864908448,yes
308,Male,23,US,Premium,187,22,0.14,Desktop,0,0.441738745949344,yes
309,Other,41,UK,Family,57,3,0.41,Mobile,0,0.56607703810882,no
310,Female,31,FR,Family,133,88,0.07,Desktop,0,0.800454748332588,no
311,Male,48,IN,Student,168,78,0.41,Desktop,0,0.0507272975668868,no
312,Female,21,AU,Family,251,47,0.55,Mobile,0,0.306193070432811,no
313,Other,18,AU,Family,71,18,0,Web,0,0.939244619037438,no
314,Female,25,FR,Student,178,84,0.32,Desktop,0,0.741059304785464,no
315,Male,56,IN,Student,206,64,0.1,Mobile,0,0.170348746473059,yes
316,Male,34,FR,Free,36,12,0.22,Mobile,44,0.669044403872513,no
317,Other,25,CA,Family,122,69,0.09,Web,0,0.638478896774234,no
318,Male,24,PK,Premium,158,51,0.26,Web,0,0.938765932824574,no
319,Other,41,FR,Student,223,79,0.05,Mobile,0,0.261694880998776,no
320,Male,38,IN,Student,251,65,0.44,Desktop,0,0.327192627792787,no
321,Other,19,US,Family,294,5,0.44,Web,0,0.0557189468928343,no
322,Other,25,IN,Student,12,2,0.34,Web,0,0.495639140181803,yes
323,Male,55,IN,Family,218,58,0.36,Desktop,0,0.807923004963909,no
324,Male,17,UK,Free,49,26,0.54,Desktop,12,0.145668567714402,no
325,Female,50,FR,Student,66,13,0.58,Mobile,0,0.107381710562375,yes
326,Other,39,DE,Free,295,20,0.09,Mobile,21,0.0387157081390162,yes
327,Male,26,AU,Student,131,98,0.24,Desktop,0,0.953846092306787,no
328,Other,34,UK,Free,203,10,0.1,Desktop,42,0.362815317938428,no
329,Female,32,CA,Premium,201,38,0.44,Web,0,0.237759246956712,no
330,Female,40,CA,Student,59,35,0.37,Desktop,0,0.648967353663463,no
331,Male,32,US,Family,119,39,0.45,Web,0,0.184898364329091,no
332,Female,51,CA,Premium,219,96,0.51,Web,0,0.282848526478568,yes
333,Male,46,CA,Family,152,83,0.58,Mobile,0,0.722919982719253,no
334,Female,51,CA,Premium,157,9,0.57,Web,0,0.297383548358495,no
335,Female,38,CA,Free,89,59,0.15,Mobile,21,0.58005406746178,no
336,Female,54,FR,Family,63,68,0.21,Mobile,0,0.484570845756521,no
337,Male,59,UK,Premium,93,36,0.39,Desktop,0,0.416668594733159,no
338,Other,41,AU,Student,97,78,0.02,Web,0,0.781567485967623,no
339,Other,34,IN,Premium,289,79,0.09,Desktop,0,0.666714306236151,no
340,Female,55,IN,Family,291,39,0.3,Mobile,0,0.21214967533228,yes
341,Female,34,UK,Family,291,70,0.22,Desktop,0,0.0429767650012227,no
342,Female,20,UK,Student,218,76,0.58,Web,0,0.745334623361059,yes
343,Female,20,CA,Premium,56,55,0.18,Web,0,0.215924783128415,no
344,Male,32,IN,Student,157,12,0.48,Web,0,0.640416068846559,yes
345,Female,37,DE,Student,171,65,0.52,Web,0,0.290245049260216,yes
346,Other,50,CA,Family,16,64,0.05,Web,0,0.368525327844001,no
347,Female,21,DE,Family,207,21,0.18,Web,0,0.255594603634184,yes
348,Male,48,US,Premium,123,37,0.27,Web,0,0.360325831151271,no
349,Male,46,IN,Premium,55,48,0.47,Web,0,0.908335538899654,yes
350,Other,44,AU,Free,49,43,0.25,Desktop,5,0.0835133575407058,no
351,Female,55,PK,Free,62,57,0.58,Web,7,0.390036471094384,no
352,Female,57,AU,Student,85,32,0,Desktop,0,0.256509157541075,no
353,Other,41,CA,Family,78,33,0.04,Desktop,0,0.583598080091247,no
354,Male,50,CA,Free,107,7,0.42,Desktop,27,0.253439687851943,yes
355,Other,32,FR,Free,202,29,0.14,Web,41,0.977978453630882,no
356,Male,51,PK,Family,211,25,0.51,Mobile,0,0.791916934011087,no
357,Female,26,FR,Free,73,27,0.19,Web,26,0.421886857228441,yes
358,Male,22,PK,Premium,229,70,0.02,Desktop,0,0.841079964293074,no
359,Other,19,UK,Free,164,21,0.53,Desktop,8,0.871088207076856,no
360,Female,49,DE,Family,61,33,0.48,Desktop,0,0.740007207692133,yes
361,Male,56,IN,Free,164,66,0.3,Desktop,34,0.628952206391484,no
362,Other,39,PK,Free,232,2,0.14,Mobile,27,0.304857450590118,no
363,Other,57,PK,Student,146,98,0.06,Mobile,0,0.788642155492775,yes
364,Other,18,AU,Premium,42,27,0.22,Web,0,0.113659511310958,yes
365,Male,43,CA,Free,265,89,0.56,Desktop,28,0.6764296631961,no
366,Female,32,US,Family,275,47,0.59,Mobile,0,0.722531120811818,yes
367,Other,33,US,Student,295,1,0.03,Desktop,0,0.398480208740652,yes
